DATETIME,53.286774 -6.245183,53.37331999999999 -6.274417,53.27174300000001 -6.213767,53.392515 -6.3001510000000005,53.305724 -6.298539,53.33436 -6.325958999999999,53.286170999999996 -6.26926,53.31470899999999 -6.279872,53.286745999999994 -6.178241000000001,53.419753 -6.226095,53.279585 -6.143119,53.299876 -6.179007,53.345507 -6.267847,53.32635500000001 -6.26315,53.382903000000006 -6.365292,53.250001 -6.191125,53.290882999999994 -6.13165,53.28704499999999 -6.196829,53.360381000000004 -6.257505999999999,53.253554 -6.13042,53.37786 -6.244234,53.370813 -6.315003,53.334192 -6.2782919999999995,53.26136700000001 -6.155157,53.369043999999995 -6.218948,53.358035 -6.268935,53.35383100000001 -6.231171,53.244865000000004 -6.137441,53.347601 -6.279674,53.33815 -6.238469,53.335933 -6.263602,53.323752 -6.247185,53.38201899999999 -6.165686,53.290172 -6.2298029999999995,53.370261 -6.193283999999999,53.333085 -6.30201,53.388753 -6.2069540000000005,53.347816 -6.256997,53.343677 -6.359943,53.353522999999996 -6.243812999999999,53.339977000000005 -6.220313,53.39818100000001 -6.264798000000001,53.313464 -6.209186,53.27951899999999 -6.164772,53.394076 -6.23744,53.35224300000001 -6.29433,53.305538 -6.253584,53.31748100000001 -6.232883999999999,53.3386 -6.251761,53.401607999999996 -6.172904
2020-03-25 20:00:00+00:00,42,59,44,51,44,42,56,44,44,63,46,42,42,41,53,56,45,43,44,48,49,62,47,39,57,43,42,48,41,40,41,43,58,42,49,42,59,41,45,39,41,54,56,42,61,41,44,51,45,39
2020-03-25 21:00:00+00:00,44,59,48,52,45,47,57,46,48,61,48,43,46,44,58,57,47,46,43,45,50,60,48,50,58,45,42,49,44,40,45,48,59,46,54,42,59,46,42,44,43,49,57,49,60,46,46,48,41,44
2020-03-25 22:00:00+00:00,37,48,39,45,38,39,45,38,38,52,39,39,37,37,48,45,38,39,37,39,38,51,38,42,47,37,38,38,36,37,37,37,48,38,39,37,49,37,39,37,37,44,45,39,50,38,38,40,37,37
2020-03-25 23:00:00+00:00,39,49,41,42,39,39,47,38,39,50,42,39,38,38,46,47,39,38,38,40,40,50,38,47,48,38,38,46,38,38,39,38,49,38,41,39,49,38,40,37,38,39,47,42,50,39,40,46,38,37
2020-03-26 00:00:00+00:00,39,46,48,36,40,42,49,40,39,44,45,41,39,39,40,49,39,39,39,41,41,44,40,47,47,40,41,45,39,40,41,43,46,44,39,40,46,39,39,39,40,38,49,42,45,44,43,48,39,39
2020-03-26 01:00:00+00:00,35,36,35,38,35,34,35,32,35,37,36,35,31,33,36,35,36,35,32,36,36,37,32,35,36,32,33,35,31,32,32,35,36,34,36,34,36,31,36,33,34,36,35,35,37,34,35,34,31,33
2020-03-26 02:00:00+00:00,35,38,36,39,36,34,36,36,37,39,37,37,33,36,38,36,37,36,34,37,38,39,36,37,37,34,34,36,32,33,33,36,38,36,37,36,38,33,36,33,36,38,36,37,39,36,36,36,33,33
2020-03-26 03:00:00+00:00,62,57,59,47,61,60,61,63,59,53,60,61,53,63,50,62,59,61,53,59,57,54,60,60,59,53,62,60,51,54,54,55,57,62,58,63,56,54,57,51,53,52,62,60,54,58,63,63,54,51
2020-03-26 04:00:00+00:00,38,42,41,42,39,36,42,39,42,42,42,42,38,40,41,42,42,42,37,42,39,42,38,42,42,38,42,42,38,38,38,42,42,42,42,35,42,38,42,42,42,42,42,42,42,37,42,42,42,42
2020-03-26 05:00:00+00:00,64,63,57,59,64,55,64,64,64,62,57,55,54,64,58,65,64,65,59,64,63,62,64,64,64,55,57,64,55,57,64,64,63,64,64,55,63,54,59,64,64,54,65,64,63,63,55,64,64,64
2020-03-26 06:00:00+00:00,64,64,59,64,55,64,64,64,64,64,54,64,50,64,62,64,64,58,53,64,62,64,64,64,64,53,54,64,53,56,64,64,64,64,64,57,64,50,64,55,52,64,64,60,53,64,64,64,64,55
2020-03-26 07:00:00+00:00,70,70,65,68,70,68,70,57,70,70,58,60,54,59,60,70,61,65,53,70,70,70,57,68,70,58,57,65,56,59,58,70,70,68,70,57,70,54,66,57,66,70,70,65,57,70,70,70,59,57
2020-03-26 08:00:00+00:00,69,81,70,66,77,69,81,72,68,81,61,71,67,62,74,78,61,74,61,71,69,81,67,69,79,64,58,73,66,63,66,68,81,69,76,64,81,61,81,59,61,67,77,70,81,69,76,68,66,59
2020-03-26 09:00:00+00:00,59,83,69,62,75,65,79,66,74,82,69,65,68,57,63,77,64,68,55,71,58,82,69,66,83,63,58,66,65,56,67,67,82,65,71,69,82,59,67,54,59,69,81,59,82,59,72,67,62,54
2020-03-26 10:00:00+00:00,59,63,58,58,65,66,79,55,59,83,59,59,59,63,70,76,58,57,51,59,56,83,68,63,77,55,53,52,57,48,60,59,83,58,65,57,82,54,65,52,49,59,69,57,82,54,64,59,57,52
2020-03-26 11:00:00+00:00,55,81,58,58,64,62,78,59,59,81,63,54,60,59,65,76,58,51,51,63,56,81,59,58,78,58,55,58,57,45,56,59,81,58,66,55,81,54,62,52,50,64,70,58,68,64,58,59,56,52
2020-03-26 12:00:00+00:00,52,74,55,56,56,54,71,53,56,77,50,49,56,55,65,69,52,54,54,55,55,76,55,56,72,52,51,54,52,41,54,48,74,51,59,52,74,53,53,54,47,59,61,51,63,55,55,55,54,54
2020-03-26 13:00:00+00:00,57,71,61,61,64,61,71,57,57,79,58,54,59,60,61,68,55,52,57,58,49,80,60,58,79,65,53,58,61,47,56,54,78,57,68,51,79,61,55,56,50,67,68,56,80,66,58,57,57,56
2020-03-26 14:00:00+00:00,57,78,59,71,59,59,72,51,55,77,51,52,59,59,69,71,57,51,55,58,52,78,58,58,77,60,55,58,58,47,59,54,76,49,59,58,77,56,58,55,49,60,66,53,78,57,57,58,54,55
2020-03-26 15:00:00+00:00,56,79,56,63,65,57,73,54,58,78,56,55,65,54,71,71,56,48,57,57,65,79,62,52,78,56,48,57,63,40,61,54,77,56,62,54,78,56,63,50,49,69,65,53,79,59,56,56,53,50
2020-03-26 16:00:00+00:00,63,72,66,63,66,65,71,63,64,73,66,62,61,63,68,70,64,63,59,63,66,73,64,66,72,62,61,67,61,59,61,65,72,64,69,64,72,58,67,60,60,66,70,64,71,65,66,66,60,60
2020-03-26 17:00:00+00:00,58,78,68,64,75,66,72,58,64,77,63,52,62,62,76,70,65,58,57,65,62,78,73,57,77,58,58,65,71,52,69,62,76,59,72,60,77,59,69,51,49,69,74,53,77,55,64,69,60,51
2020-03-26 18:00:00+00:00,56,77,60,63,64,49,78,53,60,78,54,56,68,54,70,75,62,53,59,58,55,78,62,61,78,59,52,62,62,52,62,61,78,51,70,55,78,46,67,51,50,63,75,57,72,52,61,65,57,51
2020-03-26 19:00:00+00:00,58,58,58,56,58,54,77,55,63,77,59,53,60,56,62,77,53,55,56,55,56,77,58,62,77,58,49,62,55,48,56,56,77,53,62,56,77,55,59,50,52,60,75,53,77,51,57,63,54,50
2020-03-26 20:00:00+00:00,52,71,57,54,56,56,70,53,57,72,57,54,56,52,57,70,57,56,51,56,54,72,57,57,71,51,55,55,51,51,54,54,71,52,56,52,71,51,53,49,48,58,70,49,72,52,55,59,54,49
2020-03-26 21:00:00+00:00,50,67,50,56,50,52,64,51,50,70,53,51,46,51,59,63,52,51,47,51,54,69,51,57,65,46,47,54,47,45,49,48,67,50,54,50,67,47,53,48,50,56,63,50,69,50,50,53,47,48
2020-03-26 22:00:00+00:00,53,69,61,56,52,54,67,53,52,71,54,55,49,50,54,67,54,54,49,54,54,70,55,59,68,52,50,62,53,52,53,53,69,55,54,53,69,52,54,50,52,58,67,52,70,53,55,60,50,50
2020-03-26 23:00:00+00:00,60,82,74,69,65,71,80,62,61,84,66,67,60,64,79,80,69,65,56,61,70,84,66,73,81,60,63,72,64,58,65,66,82,62,67,65,83,60,66,58,63,65,80,68,84,65,67,80,62,58
2020-03-27 00:00:00+00:00,65,85,77,72,69,72,82,67,68,85,74,76,64,69,75,82,82,70,65,69,65,86,69,71,85,65,65,83,64,67,64,67,84,69,74,69,85,61,68,67,65,71,82,78,85,69,73,82,61,67
2020-03-27 01:00:00+00:00,76,83,79,83,79,82,81,75,75,82,81,76,69,83,79,80,79,79,67,82,78,83,72,78,83,67,72,82,66,76,72,83,82,80,82,80,82,67,82,74,83,82,82,80,83,83,82,83,71,74
2020-03-27 02:00:00+00:00,81,83,78,77,83,83,81,81,81,83,81,81,78,82,82,79,78,79,76,80,80,83,83,77,83,71,83,80,78,78,81,84,83,80,83,80,83,79,83,80,84,79,84,80,83,83,84,84,74,80
2020-03-27 03:00:00+00:00,81,82,78,82,82,82,81,83,80,82,80,81,81,81,79,79,80,80,78,80,80,82,82,79,82,77,82,79,77,79,81,84,82,80,82,80,82,81,82,82,83,76,83,80,79,82,84,84,82,82
2020-03-27 04:00:00+00:00,75,82,77,82,82,82,80,83,79,82,79,80,81,83,82,78,80,79,82,79,82,82,81,79,82,82,82,79,81,79,83,84,82,79,82,82,82,82,82,82,83,78,83,79,78,82,83,84,82,82
2020-03-27 05:00:00+00:00,79,82,76,82,82,82,79,82,78,82,78,80,77,83,82,77,76,78,79,78,78,82,78,78,82,82,72,78,79,83,82,83,82,78,82,78,82,72,82,82,83,82,83,78,82,82,83,84,77,82
2020-03-27 06:00:00+00:00,82,82,78,82,84,83,82,85,81,83,81,81,73,85,82,79,73,81,74,80,78,82,77,80,83,74,78,80,79,70,74,86,83,81,83,83,83,72,82,68,85,77,86,75,82,82,86,87,68,68
2020-03-27 07:00:00+00:00,79,82,73,82,81,80,80,81,76,82,79,77,63,76,82,78,79,78,70,79,76,82,72,79,82,68,69,79,66,72,70,82,82,77,82,77,82,72,82,75,73,69,82,79,70,76,82,82,69,75
2020-03-27 08:00:00+00:00,69,83,61,72,78,69,81,64,72,83,79,68,64,69,75,79,69,71,61,77,71,83,64,73,83,69,64,74,67,64,66,84,83,72,71,69,83,64,73,64,70,83,83,61,83,69,83,69,58,64
2020-03-27 09:00:00+00:00,65,72,57,66,69,67,83,60,66,83,70,66,60,61,62,80,68,63,56,64,68,83,66,49,83,63,58,65,64,55,59,62,84,66,69,63,84,60,73,58,57,70,78,56,73,56,69,62,62,58
2020-03-27 10:00:00+00:00,60,67,55,55,66,59,80,63,62,82,59,53,52,59,58,78,60,59,53,60,63,82,59,64,79,52,51,59,58,48,60,56,81,58,58,59,81,55,62,53,53,59,73,52,71,53,59,64,54,53
2020-03-27 11:00:00+00:00,56,56,55,57,58,57,72,53,56,77,56,51,56,52,57,72,55,55,52,51,59,76,58,58,73,56,45,56,53,42,56,51,74,54,57,52,74,49,57,46,46,61,65,55,67,56,55,58,51,46
2020-03-27 12:00:00+00:00,56,77,54,58,58,59,76,55,62,79,58,55,58,55,66,76,55,54,55,57,58,78,55,55,77,56,55,53,57,51,57,52,77,59,59,56,78,54,60,51,53,63,74,56,78,59,58,66,54,51
2020-03-27 13:00:00+00:00,57,63,58,58,58,57,74,55,58,80,53,55,58,57,72,71,56,53,53,60,64,80,57,58,78,53,57,61,59,52,62,55,79,57,61,56,79,50,57,58,51,63,73,57,66,59,62,54,54,58
2020-03-27 14:00:00+00:00,55,59,67,61,61,54,74,53,59,81,55,55,56,54,65,71,58,54,53,59,59,80,56,60,77,55,47,59,55,50,57,55,78,55,61,57,79,55,59,54,53,67,72,56,80,58,60,60,52,54
2020-03-27 15:00:00+00:00,52,71,55,60,55,52,67,50,53,74,54,51,53,49,66,67,55,53,49,54,54,73,53,54,69,50,50,55,52,49,51,55,71,53,58,49,71,47,54,49,53,57,67,50,64,47,54,60,52,49
2020-03-27 16:00:00+00:00,55,72,52,57,54,54,69,50,52,76,55,48,49,52,64,68,57,51,50,56,53,75,53,45,70,49,50,55,50,44,54,55,72,54,57,54,73,40,55,52,52,62,68,51,60,50,54,57,51,52
2020-03-27 17:00:00+00:00,60,72,63,59,69,56,78,62,64,80,59,58,60,55,59,76,60,56,58,60,50,80,63,61,81,64,54,66,64,52,61,56,80,60,65,58,80,58,60,49,54,67,74,53,80,58,70,64,55,49
2020-03-27 18:00:00+00:00,63,70,73,61,71,64,76,62,67,79,65,56,72,56,67,73,67,58,58,67,56,79,72,67,80,73,64,67,69,51,68,60,79,61,72,67,79,59,69,54,55,70,80,57,80,56,71,71,59,54
2020-03-27 19:00:00+00:00,59,69,60,60,59,58,78,54,60,81,56,56,58,58,66,77,61,56,52,61,52,80,63,67,79,58,57,60,57,52,59,56,79,57,64,57,80,59,58,53,58,61,78,57,80,58,60,67,54,53
2020-03-27 20:00:00+00:00,54,74,58,56,57,56,72,55,57,75,54,51,54,55,61,72,57,56,55,57,56,75,53,57,73,53,57,58,55,53,56,52,74,55,57,56,74,49,55,52,56,61,72,54,75,53,55,57,50,52
2020-03-27 21:00:00+00:00,51,72,56,58,56,53,69,53,55,74,57,56,54,50,62,69,55,52,51,54,56,74,54,61,70,52,52,62,54,51,53,50,72,54,58,54,72,54,56,52,55,61,69,51,73,54,56,56,48,52
2020-03-27 22:00:00+00:00,56,75,59,57,56,58,74,59,59,76,58,59,58,52,64,74,57,55,53,60,60,76,59,67,75,54,54,64,56,56,56,52,75,58,59,56,75,54,56,59,60,64,74,58,76,59,62,67,55,59
2020-03-27 23:00:00+00:00,59,77,71,64,59,63,78,59,61,78,66,61,62,62,73,76,66,63,60,64,65,77,64,71,78,59,57,70,60,60,62,64,79,60,69,59,78,59,60,56,63,68,78,64,78,63,68,76,56,56
2020-03-28 00:00:00+00:00,67,78,76,70,70,76,80,72,72,79,79,72,65,70,78,78,73,72,59,73,74,78,73,74,79,56,69,79,67,67,69,72,80,79,80,72,79,73,72,72,70,73,82,79,79,78,76,79,69,72
2020-03-28 01:00:00+00:00,79,84,81,78,83,73,83,72,73,83,77,79,66,74,76,82,83,71,70,83,65,83,72,74,84,71,70,84,68,72,68,81,83,82,84,70,83,63,74,72,84,79,84,83,84,84,84,84,71,72
2020-03-28 02:00:00+00:00,82,83,71,66,83,74,82,83,82,83,82,82,59,77,74,82,73,82,70,83,82,83,83,82,83,69,69,83,69,71,69,83,83,82,83,80,83,59,83,73,83,83,83,78,83,83,83,83,70,73
2020-03-28 03:00:00+00:00,80,82,78,82,81,74,80,82,80,82,80,80,69,82,82,79,80,77,70,80,82,82,82,79,82,82,82,80,67,77,71,83,82,79,82,82,82,69,82,67,81,83,82,79,82,82,81,83,69,67
2020-03-28 04:00:00+00:00,72,82,77,81,81,81,79,81,79,81,79,79,74,82,81,78,79,78,71,79,82,81,82,78,81,74,74,79,70,82,77,82,81,78,81,81,81,74,81,72,82,82,81,78,81,81,82,82,82,72
2020-03-28 05:00:00+00:00,77,77,76,77,77,77,77,77,76,77,77,77,77,77,77,76,77,73,77,77,77,77,77,76,77,77,77,77,76,76,77,77,77,76,77,77,77,77,77,77,77,77,77,76,77,77,77,77,77,77
2020-03-28 06:00:00+00:00,78,80,74,79,79,79,78,79,77,79,77,78,74,80,79,76,77,77,79,76,80,79,80,76,79,76,80,76,76,73,80,80,79,77,79,79,79,74,79,75,80,80,79,77,79,79,80,80,77,75
2020-03-28 07:00:00+00:00,75,77,72,76,76,76,75,77,74,76,75,75,72,77,76,74,75,74,73,75,77,76,77,74,77,77,74,75,73,77,77,77,76,74,76,76,76,69,76,77,77,77,77,74,76,76,72,77,77,77
2020-03-28 08:00:00+00:00,74,76,72,76,76,76,74,75,74,76,74,75,73,77,76,73,74,74,65,74,76,76,76,74,76,77,71,74,73,73,77,77,76,74,76,76,76,63,76,75,77,77,76,74,76,76,76,77,74,75
2020-03-28 09:00:00+00:00,73,80,71,76,78,79,76,68,75,79,75,72,70,64,78,73,73,75,66,73,73,79,75,72,79,67,62,75,68,62,62,74,79,74,79,73,79,63,78,68,73,79,77,66,79,76,80,70,62,68
2020-03-28 10:00:00+00:00,62,80,70,69,70,73,75,67,67,79,70,61,65,60,75,72,68,59,64,71,72,79,67,69,79,65,62,74,63,58,62,52,78,68,76,69,79,59,72,59,57,79,75,68,79,53,73,71,59,59
2020-03-28 11:00:00+00:00,59,79,65,72,71,72,74,59,61,78,62,49,64,52,71,71,58,54,54,65,66,78,65,61,78,57,56,72,63,54,57,53,77,58,74,65,78,54,64,56,53,74,70,58,79,58,63,59,53,56
2020-03-28 12:00:00+00:00,59,73,67,69,72,68,70,56,63,72,59,55,67,55,72,68,66,55,60,67,72,72,63,68,73,65,56,70,62,56,61,57,72,58,72,62,72,59,72,56,54,73,72,58,73,54,67,63,58,56
2020-03-28 13:00:00+00:00,55,68,64,68,67,61,66,55,63,68,64,59,67,58,67,65,67,56,57,67,60,68,60,66,68,65,61,68,58,57,59,58,68,59,68,58,68,57,67,57,57,68,68,57,68,55,59,62,59,57
2020-03-28 14:00:00+00:00,63,67,61,67,66,66,64,60,63,67,64,64,67,58,66,62,64,55,58,65,67,67,61,64,67,67,67,66,66,56,64,53,66,62,67,64,67,57,66,62,59,68,67,55,67,67,64,67,64,62
2020-03-28 15:00:00+00:00,63,67,61,67,66,66,64,64,64,67,64,61,67,58,66,63,65,59,57,66,61,67,64,64,67,67,67,66,67,63,68,68,67,63,67,66,67,57,66,58,61,68,67,63,67,58,67,68,66,58
2020-03-28 16:00:00+00:00,65,68,63,67,67,67,65,58,65,67,65,59,68,59,67,64,66,57,59,67,53,67,68,65,67,67,68,67,68,58,68,56,67,64,67,67,67,63,67,65,64,68,67,65,67,62,67,68,67,65
2020-03-28 17:00:00+00:00,65,71,68,68,71,57,69,62,66,71,67,53,66,59,71,69,68,55,57,66,50,71,59,69,71,67,64,70,66,56,66,58,71,63,71,64,71,58,68,52,56,72,71,59,71,66,64,70,64,52
2020-03-28 18:00:00+00:00,62,73,71,68,72,57,72,62,63,73,68,51,64,55,70,71,64,56,58,69,54,73,59,64,73,66,61,72,66,52,63,55,72,60,73,69,73,63,69,58,57,73,73,63,73,58,65,67,61,58
2020-03-28 19:00:00+00:00,70,75,69,70,74,74,72,74,70,74,71,60,70,60,74,70,72,69,71,71,63,74,75,71,75,72,73,71,74,57,73,58,74,69,74,75,74,71,71,64,65,75,75,70,75,74,74,76,73,64
2020-03-28 20:00:00+00:00,63,75,71,70,67,69,73,71,63,74,67,57,67,57,74,73,68,62,57,69,66,74,70,66,74,63,66,73,68,58,65,61,74,63,72,71,74,56,63,60,59,73,74,62,74,71,69,66,64,60
2020-03-28 21:00:00+00:00,62,77,73,67,66,63,75,67,62,77,71,59,58,63,76,73,66,60,51,68,71,77,68,69,77,66,64,74,66,58,62,59,76,66,73,72,77,62,64,59,58,74,76,65,77,71,68,64,60,59
2020-03-28 22:00:00+00:00,71,74,68,73,72,69,71,74,70,74,71,69,65,73,73,69,71,70,55,72,74,74,74,70,74,72,72,72,72,69,68,69,73,70,74,74,74,72,70,71,70,75,74,70,74,74,74,75,71,71
2020-03-28 23:00:00+00:00,66,73,72,64,68,68,72,66,66,73,72,71,66,60,73,72,69,66,63,66,67,73,65,69,73,68,64,72,63,59,61,64,73,68,73,72,73,58,69,64,59,72,73,70,73,68,69,64,63,64
2020-03-29 00:00:00+00:00,71,72,70,72,72,72,71,72,70,72,71,71,72,70,72,71,71,71,71,72,72,72,72,71,72,72,68,72,68,59,63,70,72,71,72,72,72,64,72,68,59,72,72,71,72,72,71,70,68,68
2020-03-29 01:00:00+00:00,70,72,69,72,71,71,70,72,70,72,70,70,72,72,71,69,70,70,71,71,72,72,72,70,72,72,72,71,67,72,72,72,71,70,72,72,72,65,71,72,72,72,72,70,72,72,72,72,72,72
2020-03-29 02:00:00+00:00,69,70,68,70,69,70,69,70,69,70,69,69,70,70,70,68,69,67,70,69,70,70,70,69,70,70,70,70,70,70,70,70,70,68,70,70,70,70,69,70,70,70,70,69,70,70,70,70,67,70
2020-03-29 03:00:00+00:00,70,71,70,71,71,71,70,71,70,71,70,70,71,71,71,70,70,70,71,71,71,71,71,70,71,71,65,71,71,71,71,71,71,70,71,71,71,71,71,66,71,71,71,70,71,71,71,71,71,66
2020-03-29 04:00:00+00:00,71,72,71,72,72,72,71,72,71,72,72,72,72,72,72,71,72,71,72,72,72,72,72,72,72,72,72,73,72,69,72,72,72,71,72,72,72,72,72,72,72,72,72,71,72,72,72,72,72,72
2020-03-29 05:00:00+00:00,71,72,69,72,72,72,71,71,70,72,71,71,72,72,72,70,71,70,72,71,72,72,72,70,72,72,72,71,72,66,72,72,72,70,72,72,72,72,72,70,72,72,72,70,72,72,72,72,72,70
2020-03-29 06:00:00+00:00,71,72,70,72,72,72,71,70,71,72,70,71,72,72,72,70,71,71,72,70,72,72,72,70,72,72,72,70,72,67,72,72,72,71,72,72,72,71,72,72,72,72,72,71,72,72,72,72,72,72
2020-03-29 07:00:00+00:00,70,72,69,72,71,71,70,70,70,71,70,70,72,72,71,69,70,70,70,69,72,71,72,69,72,72,72,69,72,63,69,72,71,70,71,72,71,63,71,72,72,72,72,70,72,72,72,72,66,72
2020-03-29 08:00:00+00:00,70,72,69,72,71,71,70,71,70,72,70,70,72,72,71,69,70,70,67,70,72,72,72,70,72,67,72,70,72,67,70,72,71,70,72,72,72,65,71,72,72,72,72,70,72,72,72,72,67,72
2020-03-29 09:00:00+00:00,68,72,69,72,71,72,70,68,70,72,70,69,69,68,72,70,71,69,65,71,73,72,69,66,72,63,73,71,70,64,67,71,72,70,72,69,72,60,72,73,70,73,72,70,72,71,73,73,61,73
2020-03-29 10:00:00+00:00,62,72,69,72,71,72,71,68,66,72,70,59,69,66,72,69,70,65,63,70,73,72,67,70,72,72,66,70,70,61,70,62,72,65,72,71,72,60,71,69,61,73,72,65,72,72,73,67,60,69
2020-03-29 11:00:00+00:00,59,75,69,70,67,69,72,64,63,74,71,55,65,59,74,70,64,58,59,66,70,74,63,65,75,68,57,71,66,57,59,62,74,63,74,67,74,58,72,62,59,75,72,65,75,67,63,58,58,62
2020-03-29 12:00:00+00:00,59,72,67,71,69,71,69,61,59,71,69,54,67,59,71,68,65,58,61,66,69,71,66,66,71,68,60,69,69,58,65,57,71,60,71,69,71,56,71,60,55,72,71,57,71,65,64,60,58,60
2020-03-29 13:00:00+00:00,58,70,66,69,65,63,68,59,59,69,68,56,62,57,69,67,62,58,61,64,70,69,60,65,70,66,60,69,60,56,59,55,69,58,69,59,69,54,69,58,55,70,70,57,70,62,58,59,58,58
2020-03-29 14:00:00+00:00,58,71,66,70,64,60,68,59,64,71,67,59,63,57,70,67,62,54,57,62,71,71,60,68,71,67,60,69,65,57,59,57,71,59,71,58,71,59,70,59,57,72,71,55,71,55,61,58,58,59
2020-03-29 15:00:00+00:00,62,68,61,68,67,67,64,64,64,67,64,54,68,56,67,63,65,56,59,65,56,67,66,64,68,66,65,66,64,59,63,53,67,61,68,68,68,61,67,65,59,68,68,62,68,58,61,69,60,65
2020-03-29 16:00:00+00:00,58,70,68,69,61,58,69,57,61,70,68,53,62,52,70,68,63,55,57,62,54,70,58,67,70,60,64,69,58,59,58,51,70,58,70,57,70,58,70,63,59,70,70,59,70,54,58,68,58,63
2020-03-29 17:00:00+00:00,66,70,66,68,69,69,68,69,65,70,68,58,70,65,69,67,68,57,58,68,70,70,70,67,70,63,66,68,59,58,70,54,69,63,70,70,70,60,69,59,59,70,70,59,70,70,69,66,63,59
2020-03-29 18:00:00+00:00,67,74,72,69,72,64,73,67,68,74,69,56,68,58,73,72,70,59,55,72,67,74,69,72,74,69,71,72,63,61,68,63,73,67,70,72,74,60,72,64,65,69,74,56,74,67,71,71,66,64
2020-03-29 19:00:00+00:00,66,79,78,63,66,65,79,63,66,79,68,66,65,59,76,77,66,59,52,68,59,79,68,73,79,63,66,71,66,53,66,61,79,66,75,66,79,66,65,63,64,72,79,59,79,65,63,71,68,63
2020-03-29 20:00:00+00:00,66,81,72,64,63,61,79,65,65,81,75,65,66,60,75,79,68,60,63,67,65,81,61,69,81,65,68,79,63,59,65,56,81,62,72,63,81,61,67,60,65,71,78,61,81,65,66,64,61,60
